Word,HamCount,SpamCount,Ratio Ham 0 - Spam 1,WordInHams,WordInSpams
follo,0.0,3.0,0.0,0,2
geht,1.0,3.0,0.25,1,3
greenlake,0.0,3.0,0.0,0,1
grenzen,0.0,3.0,0.0,0,1
handel,0.0,3.0,0.0,0,1
ich,33.0,3.0,0.9166666666666666,11,2
including,0.0,3.0,0.0,0,2
ing,2.0,3.0,0.4,0,2
its,0.0,3.0,0.0,0,2
jetzt,3.0,3.0,0.5,3,3
journal,0.0,3.0,0.0,0,1
kein,0.0,3.0,0.0,0,2
ki,0.0,3.0,0.0,0,1
klick,0.0,3.0,0.0,0,2
kombination,0.0,3.0,0.0,0,2
konzept,0.0,3.0,0.0,0,2
la,0.0,3.0,0.0,0,1
led,0.0,3.0,0.0,0,1
mac,0.0,3.0,0.0,0,2
macht,1.0,3.0,0.25,1,3
manuscript,0.0,3.0,0.0,0,1
maß,0.0,3.0,0.0,0,2
mittelstand,0.0,3.0,0.0,0,2
muss,4.0,3.0,0.5714285714285714,2,2
na,0.0,3.0,0.0,0,1
nah,0.0,3.0,0.0,0,2
nes,0.0,3.0,0.0,0,1
ness,0.0,3.0,0.0,0,1
neuen,4.0,3.0,0.5714285714285714,3,3
ngen,0.0,3.0,0.0,0,1
noch,5.0,3.0,0.625,5,1
not,0.0,3.0,0.0,0,1
od,0.0,3.0,0.0,0,1
off,0.0,3.0,0.0,0,1
outdoor,0.0,3.0,0.0,0,1
partner,0.0,3.0,0.0,0,1
pr,0.0,3.0,0.0,0,2
priva,0.0,3.0,0.0,0,3
pro,0.0,3.0,0.0,0,1
produktion,0.0,3.0,0.0,0,1
public,0.0,3.0,0.0,0,0
reg,0.0,3.0,0.0,0,2
sales,0.0,3.0,0.0,0,1
seine,1.0,3.0,0.25,1,3
send,0.0,3.0,0.0,0,2
side,0.0,3.0,0.0,0,1
stehen,0.0,3.0,0.0,0,2
su,0.0,3.0,0.0,0,1
such,0.0,3.0,0.0,0,2
support,3.0,3.0,0.5,1,1
ter,0.0,3.0,0.0,0,1
they,0.0,3.0,0.0,0,1
tion,0.0,3.0,0.0,0,2
top,0.0,3.0,0.0,0,2
trends,0.0,3.0,0.0,0,1
tsi,0.0,3.0,0.0,0,1
ular,0.0,3.0,0.0,0,2
umstieg,0.0,3.0,0.0,0,2
unter,4.0,3.0,0.5714285714285714,3,2
vielen,1.0,3.0,0.25,1,2
want,0.0,3.0,0.0,0,1
weite,0.0,3.0,0.0,0,2
what,0.0,3.0,0.0,0,1
wir,21.0,3.0,0.875,7,3
ww,0.0,3.0,0.0,0,1
11,6.0,4.0,0.6,0,0
allem,1.0,4.0,0.2,1,3
anfang,0.0,4.0,0.0,0,4
bitte,16.0,4.0,0.8,11,2
ce,0.0,4.0,0.0,0,3
consumption,0.0,4.0,0.0,0,1
copy,0.0,4.0,0.0,0,3
da,1.0,4.0,0.2,1,1
denken,0.0,4.0,0.0,0,3
einer,4.0,4.0,0.5,2,2
ern,0.0,4.0,0.0,0,1
erp,0.0,4.0,0.0,0,2
est,0.0,4.0,0.0,0,1
fast,0.0,4.0,0.0,0,4
gen,0.0,4.0,0.0,0,2
hier,7.0,4.0,0.6363636363636364,4,1
immer,8.0,4.0,0.6666666666666666,5,3
intelligenz,0.0,4.0,0.0,0,1
jake,0.0,4.0,0.0,0,1
kann,2.0,4.0,0.3333333333333333,0,2
kk13626908pxttxp0keq71s35g3aq5xyel,0.0,4.0,0.0,0,0
kläru,0.0,4.0,0.0,0,2
kunden,0.0,4.0,0.0,0,2
lösung,0.0,4.0,0.0,0,2
meforpeople,0.0,4.0,0.0,0,0
mi,0.0,4.0,0.0,0,1
my,0.0,4.0,0.0,0,1
nd,0.0,4.0,0.0,0,2
neue,6.0,4.0,0.6,4,2
now,0.0,4.0,0.0,0,2
nt,0.0,4.0,0.0,0,2
nur,7.0,4.0,0.6363636363636364,4,4
ohne,3.0,4.0,0.42857142857142855,3,2
one,0.0,4.0,0.0,0,2
onen,0.0,4.0,0.0,0,2
online,0.0,4.0,0.0,0,2
opc,0.0,4.0,0.0,0,2
outcomes,0.0,4.0,0.0,0,1
platform,0.0,4.0,0.0,0,1
premise,0.0,4.0,0.0,0,1
professional,0.0,4.0,0.0,0,1
right,0.0,4.0,0.0,0,3
ss,0.0,4.0,0.0,0,1
st,2.0,4.0,0.3333333333333333,2,3
statt,2.0,4.0,0.3333333333333333,1,4
that,0.0,4.0,0.0,0,2
this,4.0,4.0,0.5,2,2
time,0.0,4.0,0.0,0,1
unt,0.0,4.0,0.0,0,1
use,0.0,4.0,0.0,0,2
utzer,0.0,4.0,0.0,0,2
ve,0.0,4.0,0.0,0,3
verw,0.0,4.0,0.0,0,2
vt,0.0,4.0,0.0,0,0
was,1.0,4.0,0.2,1,3
web,0.0,4.0,0.0,0,3
weit,1.0,4.0,0.2,1,2
wen,0.0,4.0,0.0,0,2
wo,1.0,4.0,0.2,1,2
zeit,1.0,4.0,0.2,1,3
10,10.0,5.0,0.6666666666666666,6,1
2018,15.0,5.0,0.75,6,3
au,0.0,5.0,0.0,0,1
ber,0.0,5.0,0.0,0,4
business,0.0,5.0,0.0,0,4
ces,0.0,5.0,0.0,0,2
diese,12.0,5.0,0.7058823529411765,4,4
einem,3.0,5.0,0.375,3,4
enterprise,0.0,5.0,0.0,0,3
he,0.0,5.0,0.0,0,2
her,0.0,5.0,0.0,0,2
http,7.0,5.0,0.5833333333333334,0,0
hybrid,0.0,5.0,0.0,0,1
info,0.0,5.0,0.0,0,1
lassen,5.0,5.0,0.5,0,2
lösungen,0.0,5.0,0.0,0,3
management,0.0,5.0,0.0,0,2
men,0.0,5.0,0.0,0,2
mrp,0.0,5.0,0.0,0,1
no,2.0,5.0,0.2857142857142857,2,5
nz,0.0,5.0,0.0,0,1
onal,0.0,5.0,0.0,0,1
power,0.0,5.0,0.0,0,1
se,0.0,5.0,0.0,0,1
sein,1.0,5.0,0.16666666666666666,0,1
ser,0.0,5.0,0.0,0,2
supply,0.0,5.0,0.0,0,1
ung,0.0,5.0,0.0,0,2
unse,0.0,5.0,0.0,0,2
werden,24.0,5.0,0.8275862068965517,8,2
wie,9.0,5.0,0.6428571428571429,7,4
aber,4.0,6.0,0.4,4,2
am,7.0,6.0,0.5384615384615384,4,5
are,2.0,6.0,0.25,2,3
busi,0.0,6.0,0.0,0,2
by,4.0,6.0,0.4,2,2
chain,0.0,6.0,0.0,0,1
ddmrp,0.0,6.0,0.0,0,1
ge,0.0,6.0,0.0,0,2
hen,0.0,6.0,0.0,0,2
ibm,0.0,6.0,0.0,0,1
if,2.0,6.0,0.25,2,2
ihre,5.0,6.0,0.45454545454545453,5,3
keine,1.0,6.0,0.14285714285714285,1,4
linux,0.0,6.0,0.0,0,3
nsch,0.0,6.0,0.0,0,2
our,0.0,6.0,0.0,0,2
pers,0.0,6.0,0.0,0,3
sch,0.0,6.0,0.0,0,5
servi,0.0,6.0,0.0,0,2
software,5.0,6.0,0.45454545454545453,3,2
ten,0.0,6.0,0.0,0,2
will,0.0,6.0,0.0,0,2
wird,16.0,6.0,0.7272727272727273,6,4
über,17.0,6.0,0.7391304347826086,6,5
camelot,0.0,7.0,0.0,0,1
ch,0.0,7.0,0.0,0,2
co,0.0,7.0,0.0,0,2
digitalisierung,0.0,7.0,0.0,0,4
ed,0.0,7.0,0.0,0,3
ent,0.0,7.0,0.0,0,3
enter,0.0,7.0,0.0,0,2
ere,0.0,7.0,0.0,0,3
google,0.0,7.0,0.0,0,2
haben,10.0,7.0,0.5882352941176471,3,5
hpe,0.0,7.0,0.0,0,2
man,1.0,7.0,0.125,1,5
mati,0.0,7.0,0.0,0,3
mehr,3.0,7.0,0.3,3,3
prise,0.0,7.0,0.0,0,2
ren,0.0,7.0,0.0,0,2
si,0.0,7.0,0.0,0,1
sind,13.0,7.0,0.65,8,4
so,4.0,7.0,0.36363636363636365,2,5
te,0.0,7.0,0.0,0,4
zukunft,0.0,7.0,0.0,0,2
zum,7.0,7.0,0.5,6,5
als,5.0,8.0,0.38461538461538464,2,3
ard,0.0,8.0,0.0,0,2
be,0.0,8.0,0.0,0,4
data,2.0,8.0,0.2,2,2
des,15.0,8.0,0.6521739130434783,8,4
ett,0.0,8.0,0.0,0,2
hewl,0.0,8.0,0.0,0,2
ihr,0.0,8.0,0.0,0,2
infor,0.0,8.0,0.0,0,3
nach,2.0,8.0,0.2,1,4
ne,0.0,8.0,0.0,0,3
pack,0.0,8.0,0.0,0,2
re,0.0,8.0,0.0,0,7
we,2.0,8.0,0.2,2,3
as,0.0,9.0,0.0,0,3
bei,11.0,9.0,0.55,6,6
com,11.0,9.0,0.55,0,2
date,0.0,9.0,0.0,0,2
de,37.0,9.0,0.8043478260869565,1,1
hp,0.0,9.0,0.0,0,2
nicht,13.0,9.0,0.5909090909090909,5,4
zur,6.0,9.0,0.4,5,5
have,2.0,10.0,0.16666666666666666,2,3
or,7.0,10.0,0.4117647058823529,2,4
with,0.0,10.0,0.0,0,4
aus,7.0,11.0,0.3888888888888889,4,3
dem,12.0,11.0,0.5217391304347826,7,5
ein,20.0,11.0,0.6451612903225806,9,7
us,0.0,11.0,0.0,0,2
is,2.0,12.0,0.14285714285714285,2,4
vor,7.0,12.0,0.3684210526315789,4,7
an,24.0,13.0,0.6486486486486487,9,6
on,0.0,13.0,0.0,0,5
unternehmen,1.0,13.0,0.07142857142857142,1,7
auch,12.0,14.0,0.46153846153846156,8,6
your,0.0,14.0,0.0,0,4
demand,0.0,15.0,0.0,0,0
driven,0.0,15.0,0.0,0,0
for,7.0,15.0,0.3181818181818182,5,5
ng,0.0,15.0,0.0,0,2
um,9.0,16.0,0.36,4,7
201,0.0,17.0,0.0,0,4
eine,18.0,17.0,0.5142857142857142,9,8
hana,0.0,17.0,0.0,0,5
auf,18.0,18.0,0.5,11,8
cloud,2.0,20.0,0.09090909090909091,2,6
er,1.0,21.0,0.045454545454545456,1,6
im,23.0,21.0,0.5227272727272727,11,9
sich,8.0,22.0,0.26666666666666666,6,9
es,12.0,23.0,0.34285714285714286,8,10
das,35.0,24.0,0.5932203389830508,13,8
lesen,0.0,25.0,0.0,0,4
of,9.0,25.0,0.2647058823529412,4,7
you,2.0,25.0,0.07407407407407407,2,4
den,32.0,26.0,0.5517241379310345,12,9
to,0.0,26.0,0.0,0,4
von,25.0,26.0,0.49019607843137253,10,10
it,13.0,27.0,0.325,7,6
weiterlesen,0.0,27.0,0.0,0,0
ist,21.0,28.0,0.42857142857142855,12,8
sie,75.0,29.0,0.7211538461538461,15,7
zu,22.0,31.0,0.41509433962264153,7,9
mit,34.0,32.0,0.5151515151515151,14,10
für,24.0,34.0,0.41379310344827586,13,9
and,15.0,36.0,0.29411764705882354,5,4
the,14.0,39.0,0.2641509433962264,2,4
en,0.0,40.0,0.0,0,2
sap,0.0,45.0,0.0,0,7
in,33.0,53.0,0.38372093023255816,9,12
die,79.0,64.0,0.5524475524475524,13,9
der,76.0,66.0,0.5352112676056338,13,9
und,77.0,98.0,0.44,16,11
